5.235987755982988157e-01,1.000000000000000056e-01,2.000000000000000111e-01,0.000000000000000000e+00,-5.869999999999999662e-01,-9.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.198277541011148140e-01,9.768650150990866587e-02,1.945929692870077554e-01,-2.198417012884198649e-02,-3.869999999999999551e-01,-1.100000000000000089e+00,1.413797370655787700e-01,1.100967945330273918e-03,9.961727534733171019e-03,-2.000000000000000111e-01,-5.904225012218141527e-02,-1.467434912218988086e-01,0.000000000000000000e+00
5.152157698232910921e-01,9.684270001677469653e-02,1.894606786617235028e-01,-4.273546002695095825e-02,-1.869999999999999440e-01,-1.300000000000000044e+00,2.310976525510946289e-01,3.921401712679292023e-03,6.356124952250385984e-02,-3.913845512549605221e-01,-8.020542063807949151e-02,-2.633653499731910541e-01,0.000000000000000000e+00
5.101732811818724400e-01,9.697272863107946062e-02,1.844490164387732334e-01,-6.219683888404804739e-02,1.300000000000006706e-02,-1.500000000000000000e+00,2.713503802804956289e-01,7.632501614559064097e-03,1.483483965599321497e-01,-5.749105755548306051e-01,-7.715966841943713850e-02,-3.651499794542740762e-01,0.000000000000000000e+00
5.046485846477403170e-01,9.771967071522102977e-02,1.792962962724414799e-01,-8.008843081577630973e-02,2.130000000000000782e-01,-1.699999999999999956e+00,2.629453858148694256e-01,1.147757467712009344e-02,2.566117889147534470e-01,-7.611091313480271570e-01,-5.845451461791654341e-02,-4.617902966941709320e-01,0.000000000000000000e+00
4.986545816632272365e-01,9.880615737296821743e-02,1.738573647370644237e-01,-9.613639772774004721e-02,4.130000000000000893e-01,-1.860858555573213557e+00,2.049165560595989644e-01,1.479339484021359105e-02,3.815830788591336731e-01,-9.560940906944701556e-01,-3.064916779090546758e-02,-5.596093129232438956e-01,0.000000000000000000e+00
4.924675597579405983e-01,1.000180449478391131e-01,1.681934915057731461e-01,-1.104654010720145518e-01,6.104040375638404292e-01,-1.969578312650057450e+00,9.991007467364744488e-02,1.751046119591580588e-02,5.159332417149236072e-01,-1.156094090694470111e+00,5.415237910951394007e-04,-6.621790213730044394e-01,0.000000000000000000e+00
4.863385625422355085e-01,1.012230692510630720e-01,1.624059244857026241e-01,-1.233008591782668723e-01,8.010703076329923622e-01,-2.030454490198386086e+00,-4.543648443002586135e-02,1.972917655780581300e-02,6.542212092887431663e-01,-1.356094090694470067e+00,3.141201981460683273e-02,-7.708879516141379229e-01,0.000000000000000000e+00
4.802980783551621946e-01,1.023541683711014783e-01,1.565214970429515406e-01,-1.348287865382831463e-01,9.779297497282521956e-01,-2.047088886817205466e+00,-2.204789014391899116e-01,2.151755135141509082e-02,7.936591513888922034e-01,-1.556094090694470022e+00,6.052109342157657029e-02,-8.853779643579925418e-01,0.000000000000000000e+00
4.743192390253385127e-01,1.034218829873751466e-01,1.505698484194864517e-01,-1.451995056820664098e-01,1.132059139798431868e+00,-2.024299129127714370e+00,-4.115039855370994926e-01,2.293427922097146521e-02,9.338199601609544764e-01,-1.756094090694469978e+00,8.841143133870091320e-02,-1.003808170624960860e+00,0.000000000000000000e+00
4.683541047267928414e-01,1.044679468305838715e-01,1.445778607521469583e-01,-1.545346939450648605e-01,1.256403270431703412e+00,-1.968382317232268974e+00,-6.051875876210214278e-01,2.402983748518533816e-02,1.075302638195208438e+00,-1.956094090694469934e+00,1.163944396378907287e-01,-1.123911907312437730e+00,0.000000000000000000e+00
