0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.738426887329333743e-05,9.999999996250509282e-01,0.000000000000000000e+00,9.999999996250509282e-01,2.738426887329333743e-05,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.352932591913591212e-05,-1.551394077908490366e-06,4.999828848319520791e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.091865566482933718e-04,9.999999940391478548e-01,0.000000000000000000e+00,9.999999940391478548e-01,1.091865566482933718e-04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.533043809779598316e-04,-6.175358030469257732e-06,4.999317584019592475e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.448810835556907025e-04,9.999999700166269934e-01,0.000000000000000000e+00,9.999999700166269934e-01,2.448810835556907025e-04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.681061480252400401e-04,-1.381140580992309886e-05,4.998469493212480130e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.339420647090279446e-04,9.999999058471378266e-01,0.000000000000000000e+00,9.999999058471378266e-01,4.339420647090279446e-04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.006716078988703113e-03,-2.437936728660302903e-05,4.997287862010449944e-01,0.000000000000000000e+00
0.000000000000000000e+00,-6.758437044270788159e-04,9.999997716176175500e-01,0.000000000000000000e+00,9.999997716176175500e-01,6.758437044270788159e-04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.567916065719825560e-03,-3.778004208516646829e-05,4.995775976525766437e-01,0.000000000000000000e+00
0.000000000000000000e+00,-9.700601885482358546e-04,9.999995294915046129e-01,0.000000000000000000e+00,9.999995294915046129e-01,9.700601885482358546e-04,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.250488406336746509e-03,-5.389584690193309540e-05,4.993937122870695244e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.316065674888946754e-03,9.999991339851946881e-01,0.000000000000000000e+00,9.999991339851946881e-01,1.316065674888946754e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.053215767417834757e-03,-7.259145631967345042e-05,4.991774587157500886e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.713334281994152155e-03,9.999985322417419553e-01,0.000000000000000000e+00,9.999985322417419553e-01,1.713334281994152155e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.974881142388984705e-03,-9.371443713493175863e-05,4.989291655498448996e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.161340076323623079e-03,9.999976643018094746e-01,0.000000000000000000e+00,9.999976643018094746e-01,2.161340076323623079e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.014267806438255787e-03,-1.170958762147966854e-04,4.986491614005804651e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.659557058014115540e-03,9.999964633718737561e-01,0.000000000000000000e+00,9.999964633718737561e-01,2.659557058014115540e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.170159268282175702e-03,-1.425510019028991277e-04,4.983377748791833484e-01,0.000000000000000000e+00
0.000000000000000000e+00,-3.207459145353270830e-03,9.999948560896855243e-01,0.000000000000000000e+00,9.999948560896855243e-01,3.207459145353270830e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.441339219098912564e-03,-1.698797989869784981e-04,4.979953345968800016e-01,0.000000000000000000e+00
0.000000000000000000e+00,-3.804520158097301347e-03,9.999927627869946711e-01,0.000000000000000000e+00,9.999927627869946711e-01,3.804520158097301347e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.826591478934218624e-03,-1.988676172540459499e-04,4.976221691648969880e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.450213799760589090e-03,9.999900977495409515e-01,0.000000000000000000e+00,9.999900977495409515e-01,4.450213799760589090e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.032469994087726467e-02,-2.292857736440144089e-04,4.972186071944608154e-01,0.000000000000000000e+00
0.000000000000000000e+00,-5.144013639001545485e-03,9.999867694743175273e-01,0.000000000000000000e+00,9.999867694743175273e-01,5.144013639001545485e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.193444851329449052e-02,-2.608921480253265698e-04,4.967849772967980471e-01,0.000000000000000000e+00
